,10,100,150,200,25,250,300,5,50,full-sampling
Cluster_42-CrossR-Replica_3,0.150083,-0.678403,-0.147144,-0.635893,-0.481069,-0.772699,-0.65146,-1.154668,-0.365544,-0.788705
Cluster_42-CrossR-Replica_4,999.0,0.108248,-0.735559,-0.396406,0.332652,-0.799222,-0.814282,999.0,0.587181,-0.788705
Cluster_42-CrossR-Replica_5,-0.675073,-0.755773,-0.592686,-0.809201,-0.308981,-0.942994,-0.692599,999.0,0.602732,-0.788705
Cluster_42-CrossR-Replica_6,999.0,-0.755269,-0.267677,-0.10247,-0.06714,-0.984625,-0.970724,999.0,-0.651766,-0.788705
Cluster_42-CrossR-Replica_7,999.0,-0.789183,-1.236948,-0.592663,-0.053769,-0.824125,-0.757032,999.0,-0.719652,-0.788705
Cluster_42-CrossR-Replica_8,999.0,-0.935783,-1.054017,-0.926873,-0.022397,-0.680922,-0.770315,999.0,0.59058,-0.788705
Cluster_42-CrossR-Replica_9,999.0,-0.677564,-0.267417,-0.699205,0.359711,-1.030714,-0.792161,999.0,0.590837,-0.788705
Cluster_43-CrossR-Replica_1,0.151677,-0.545082,-0.865618,-0.657948,-0.722818,-0.954597,-0.557007,999.0,-0.927953,-0.788705
Cluster_43-CrossR-Replica_10,0.199773,-0.753429,-0.866279,-0.615895,-0.081319,-0.921212,-0.733415,999.0,-1.019337,-0.788705
Cluster_43-CrossR-Replica_2,999.0,-0.821579,-0.653934,-0.698704,-0.81374,-0.75564,-0.718669,-0.329525,-0.641785,-0.788705
Cluster_43-CrossR-Replica_3,-0.263145,-0.958601,-0.823775,-0.823732,-0.722791,-0.826933,-0.935282,999.0,-0.71596,-0.788705
Cluster_43-CrossR-Replica_4,0.201701,-0.788425,-0.759896,-0.887167,-0.827425,-0.910169,-0.814282,999.0,-0.572895,-0.788705
Cluster_43-CrossR-Replica_5,999.0,-0.439433,-0.731958,-0.680297,-0.480486,-0.771489,-0.857291,-0.328768,-0.926392,-0.788705
Cluster_43-CrossR-Replica_6,999.0,-0.639521,-0.732776,-0.75742,-0.480367,-0.609873,-0.733242,999.0,-1.135211,-0.788705
Cluster_43-CrossR-Replica_7,0.151429,-0.595178,-0.86485,-0.775973,-0.466996,-0.725711,-0.706264,-0.327322,-0.477929,-0.788705
Cluster_43-CrossR-Replica_8,0.151461,-0.595647,-0.655154,-0.823575,-0.26412,-0.758455,-0.935828,0.085727,-0.782132,-0.788705
Cluster_43-CrossR-Replica_9,999.0,-0.81849,-0.680643,-0.991696,-0.295239,-0.862258,-0.792161,999.0,-0.781875,-0.788705
Cluster_5-CrossR-Replica_1,999.0,999.0,-0.732588,-0.840005,0.345359,-1.014263,-0.693433,999.0,-1.940074,-1.010618
Cluster_5-CrossR-Replica_10,0.199773,-1.474688,-1.066871,-0.428904,999.0,-1.109051,-0.694093,999.0,0.18187,-1.010618
Cluster_5-CrossR-Replica_2,0.150649,-1.374079,-0.825438,-1.404422,-0.81374,-1.190289,-0.635349,999.0,-1.842992,-1.010618
Cluster_5-CrossR-Replica_3,-0.676372,-1.533945,-1.079524,-1.203831,-0.81469,-0.911379,-0.793151,999.0,-1.191999,-1.010618
Cluster_5-CrossR-Replica_4,999.0,-1.072748,-1.496437,-1.206067,999.0,-0.298596,-0.422736,999.0,-1.198758,-1.010618
Cluster_5-CrossR-Replica_5,0.151382,-0.85266,-0.823857,-0.154251,999.0,-1.117154,-1.018429,999.0,-0.970572,-1.010618
Cluster_5-CrossR-Replica_6,-1.377944,-1.113428,-0.732776,-1.335339,-1.083445,-0.757624,-1.240177,999.0,-0.941207,-1.010618
Cluster_5-CrossR-Replica_7,999.0,-0.960688,-0.989876,-0.362745,-1.169665,-0.506488,-1.157967,999.0,0.590248,-1.010618
Cluster_5-CrossR-Replica_8,-1.377663,-1.132661,-1.381373,-1.091565,-1.616621,-1.156961,-1.133832,999.0,-1.023854,-1.010618
Cluster_5-CrossR-Replica_9,999.0,0.28192,-1.037049,-1.253358,-0.800365,-0.886108,-1.15767,0.084987,-0.477341,-1.010618
Cluster_6-CrossR-Replica_1,0.151677,-0.5928,-0.885164,-0.913699,-0.722818,-1.023651,-1.085984,0.084541,-0.927953,-1.00251
Cluster_6-CrossR-Replica_10,-0.213455,-1.029227,-0.885825,-1.114433,0.331909,-0.974004,-0.926712,999.0,-0.231357,-1.00251
Cluster_6-CrossR-Replica_2,0.150649,-1.07367,-0.92339,-1.111931,-0.308614,-0.992496,-0.968971,999.0,-1.091155,-1.00251
Cluster_6-CrossR-Replica_3,-0.918095,-0.545373,-0.973599,-0.635893,-0.894296,-1.059952,-0.898008,0.085015,-0.71596,-1.00251
Cluster_6-CrossR-Replica_4,0.201701,-1.030147,-1.054816,-0.993431,-1.04006,-0.799222,-1.041102,0.084089,-1.065729,-1.00251
Cluster_6-CrossR-Replica_5,0.151382,-1.113931,-1.051215,-1.072605,-0.308981,-1.058742,-1.08515,999.0,-0.970572,-1.00251
Cluster_6-CrossR-Replica_6,-0.262048,-1.308499,-0.885352,-1.238855,0.346088,-0.839045,-1.171312,999.0,-0.784795,-1.00251
Cluster_6-CrossR-Replica_7,-0.261799,-0.789183,-0.84464,-1.017696,-0.295491,-1.09122,-0.93459,-0.327322,-0.236207,-1.00251
Cluster_6-CrossR-Replica_8,0.151461,-1.132661,-0.992815,-1.111776,-0.981882,-1.134175,-1.114068,-0.569223,-0.838952,-1.00251
Cluster_6-CrossR-Replica_9,0.151113,-0.957762,-0.845335,-0.807898,-0.295239,-0.931123,-1.119194,-0.741468,-0.477341,-1.00251
Cluster_7-CrossR-Replica_1,999.0,-0.982646,-1.10734,-1.038351,-0.481096,-0.985176,-0.952951,-0.328687,-1.087881,-1.00251
Cluster_7-CrossR-Replica_10,-0.455177,-0.819738,-0.923099,-0.968853,-0.627576,-0.984023,-0.782108,0.205579,-0.714802,-1.00251
Cluster_7-CrossR-Replica_2,-0.262578,-1.05275,-1.238667,-0.823731,-0.066891,-0.82424,-0.664435,-0.742752,-0.712003,-1.00251
Cluster_7-CrossR-Replica_3,0.150083,-1.028818,-0.844695,-0.978903,0.345386,-0.900024,-0.935282,999.0,-1.16142,-1.00251
Cluster_7-CrossR-Replica_4,-1.108199,-1.092959,-1.196504,-1.083589,-1.390476,-0.799222,-0.825222,999.0,0.587181,-1.00251
Cluster_7-CrossR-Replica_5,-0.503568,-0.881747,-0.560453,-0.841434,-0.067259,-0.942994,-0.906588,-0.328768,-1.291901,-1.00251
Cluster_7-CrossR-Replica_6,999.0,-0.755269,-0.680903,-1.061955,-1.026624,-0.863888,-1.035235,999.0,-0.941207,-1.00251
Cluster_7-CrossR-Replica_7,-0.808056,-0.851995,-0.623128,-1.263302,999.0,-0.972507,-1.05668,999.0,-1.494234,-1.00251
Cluster_7-CrossR-Replica_8,-0.916717,-0.789651,-0.782479,-0.657417,-0.022397,-1.085812,-1.065235,-1.153956,-0.649102,-1.00251
Cluster_7-CrossR-Replica_9,0.151113,-0.302812,-0.922366,-0.92753,0.359711,-0.798093,-1.063699,-0.32824,-0.938287,-1.00251
Cluster_8-CrossR-Replica_1,0.151677,-0.95831,-1.226971,-0.840005,-0.814717,-0.852146,-0.916813,999.0,-0.972133,-0.994286
Cluster_8-CrossR-Replica_10,-0.455177,-1.029227,-0.757586,-0.993696,-0.627576,-0.825621,-0.935816,999.0,-0.644585,-0.994286
Cluster_8-CrossR-Replica_2,-0.504301,-0.680654,-1.094896,-1.150407,-0.066891,-0.941511,-0.825198,0.083703,-0.975406,-0.994286
Cluster_8-CrossR-Replica_3,-0.676372,-0.958601,-0.823775,-0.839631,-0.067841,-0.944204,-0.987155,0.085015,-0.835592,-0.994286
Cluster_8-CrossR-Replica_4,-0.453249,-0.880323,-0.993615,-0.901533,-0.626833,-0.932252,-0.915572,999.0,-0.372303,-0.994286
Cluster_8-CrossR-Replica_5,999.0,-0.90948,-0.956888,-0.841434,-0.613516,-1.058742,-1.105828,0.08446,-0.707169,-0.994286
Cluster_8-CrossR-Replica_6,-0.675275,-1.031068,-0.732776,-1.083249,-0.813989,-0.964415,-1.050327,999.0,-1.064993,-0.994286
Cluster_8-CrossR-Replica_7,-0.261799,-0.851995,-0.731821,-0.969002,-0.466996,-0.930654,-0.897315,999.0,-0.719652,-0.994286
Cluster_8-CrossR-Replica_8,-0.261767,-1.113733,-0.976483,-0.991039,-0.568654,-1.164367,-1.019936,-0.873758,-0.477597,-0.994286
Cluster_8-CrossR-Replica_9,-0.917065,-1.090792,-0.824415,-0.979403,-0.800365,-0.952416,-1.033883,-0.569963,-0.648846,-0.994286
Cluster_9-CrossR-Replica_1,-0.674778,-0.223753,-1.170153,-1.178092,-0.067868,-0.852146,-1.057246,999.0,-0.828361,-0.968913
Cluster_9-CrossR-Replica_10,999.0,-0.023862,-1.238377,-0.956031,-0.323041,-0.485485,-0.848417,999.0,-0.364387,-0.968913
Cluster_9-CrossR-Replica_2,999.0,-0.908979,-1.108292,-0.88493,-1.182787,-0.770006,-0.803115,999.0,-0.883508,-0.968913
Cluster_9-CrossR-Replica_3,-1.0896,-1.006319,-1.192821,-1.026621,-0.309564,-1.15684,-1.152416,0.085015,-1.472197,-0.968913
Cluster_9-CrossR-Replica_4,0.201701,-0.880323,-0.977282,-1.104149,-0.080576,-0.232287,-1.118817,999.0,0.587181,-0.968913
Cluster_9-CrossR-Replica_5,999.0,-1.280608,-0.779677,-0.515606,0.345969,-0.695925,-1.132326,999.0,0.189504,-0.968913
Cluster_9-CrossR-Replica_6,-0.262048,-1.234805,-1.288886,-0.154343,0.346088,-1.093318,-0.898369,999.0,0.174689,-0.968913
Cluster_9-CrossR-Replica_7,-0.261799,-1.030905,0.094634,-0.969002,-0.053769,-0.897216,-0.867749,999.0,-0.983055,-0.968913
Cluster_9-CrossR-Replica_8,999.0,-1.053054,-1.260805,-0.657417,-1.675307,-1.060074,-1.107335,999.0,-0.477597,-0.968913
Cluster_9-CrossR-Replica_9,999.0,-0.93239,-1.093872,-0.966852,-0.053516,-0.589316,-0.780584,0.084987,0.590837,-0.968913
